Pixel_X,Pixel_Y,Point_Cloud_X,Point_Cloud_Y,Point_Cloud_Z
675,934,-97.98692321777344,111.68053436279297,440.78497314453125
675,935,-97.5396957397461,111.48638916015625,438.7731628417969
675,936,-97.06686401367188,111.25999450683594,436.6461486816406
675,937,-97.02949523925781,111.53108978271484,436.4780578613281
675,938,-96.28982543945312,110.9924087524414,433.1507263183594
675,939,-95.67947387695312,110.59842681884766,430.4051513671875
675,940,-98.0757064819336,113.68560028076172,441.1843566894531
675,941,-97.67144012451172,113.53299713134766,439.36578369140625
675,942,-95.57522583007812,111.40557098388672,429.9361267089844
675,943,-95.63386535644531,111.7833480834961,430.199951171875
675,944,-95.63493347167969,112.09400939941406,430.2047424316406
675,945,-95.58575439453125,112.34561920166016,429.9834899902344
675,946,-95.53040313720703,112.58965301513672,429.7345275878906
675,947,-95.9053726196289,113.34187316894531,431.4212951660156
675,948,-96.77360534667969,114.68106079101562,435.32696533203125
675,949,-96.8327865600586,115.06449127197266,435.59320068359375
676,932,-98.2928695678711,111.75476837158203,443.5964050292969
676,933,-98.1900405883789,111.95658111572266,443.13238525390625
676,934,-97.81297302246094,111.84413146972656,441.4306640625
676,935,-97.54212951660156,111.85104370117188,440.2083435058594
676,936,-97.3444595336914,111.94035339355469,439.3162536621094
676,937,-97.28520202636719,112.18798065185547,439.048828125
676,938,-97.36245727539062,112.59310150146484,439.3974609375
676,939,-97.61000061035156,113.19621276855469,440.5146789550781
676,940,-98.51145935058594,114.56135559082031,444.5829162597656
676,941,-98.35560607910156,114.6993637084961,443.87957763671875
676,942,-97.5597915649414,114.08797454833984,440.2880554199219
676,943,-97.5613784790039,114.4065170288086,440.29522705078125
676,944,-96.76638793945312,113.7883529663086,436.7074279785156
676,945,-95.27649688720703,112.34561920166016,429.9834899902344
676,946,-95.25809478759766,112.63314056396484,429.9005126953125
676,947,-95.4096450805664,113.12200164794922,430.58441162109375
676,948,-96.3638687133789,114.566162109375,434.8908386230469
676,949,-96.51950073242188,115.06449127197266,435.59320068359375
676,992,-48.46908950805664,64.54679870605469,218.74134826660156
676,993,-48.46908950805664,64.7041244506836,218.74134826660156
676,994,-48.46908950805664,64.8614501953125,218.74134826660156
676,995,-48.46908950805664,65.0187759399414,218.74134826660156
677,932,-98.24717712402344,112.06656646728516,444.8340759277344
677,933,-98.1500015258789,112.27536010742188,444.3941345214844
677,934,-97.7936019897461,112.18611907958984,442.7804260253906
677,935,-97.67173767089844,112.36438751220703,442.2286682128906
677,936,-97.65563201904297,112.66387939453125,442.15576171875
677,937,-97.7280044555664,113.06561279296875,442.4834289550781
677,938,-98.0650634765625,113.77491760253906,444.0095520019531
677,939,-98.48287200927734,114.58036041259766,445.9012451171875
677,940,-98.58784484863281,115.02355194091797,446.3765563964844
677,941,-98.5347671508789,115.2824935913086,446.13623046875
677,942,-98.38680267333984,115.42977905273438,445.46630859375
677,943,-98.36895751953125,115.72917938232422,445.3855285644531
677,944,-97.57149505615234,115.10869598388672,441.7747802734375
677,945,-96.09384155273438,113.67839813232422,435.0844421386719
677,946,-95.46834564208984,113.24932098388672,432.25238037109375
677,947,-94.96722412109375,112.96412658691406,429.98345947265625
677,992,-48.31175994873047,64.54679870605469,218.74134826660156
677,993,-48.31175994873047,64.7041244506836,218.74134826660156
677,994,-48.31175994873047,64.8614501953125,218.74134826660156
677,995,-48.31175994873047,65.0187759399414,218.74134826660156
678,932,-97.92723846435547,112.06658172607422,444.8341064453125
678,933,-97.92723846435547,112.38651275634766,444.8341064453125
678,934,-97.92723846435547,112.70645904541016,444.8341064453125
678,935,-97.92723846435547,113.0263900756836,444.8341064453125
678,936,-98.00003814697266,113.43058776855469,445.164794921875
678,937,-98.35602569580078,114.16397857666016,446.7818908691406
678,938,-98.40128326416016,114.5379867553711,446.9874572753906
678,939,-98.30841827392578,114.75108337402344,446.5656433105469
678,940,-98.30841827392578,115.072265625,446.5656433105469
678,941,-98.2138900756836,115.2824935913086,446.13623046875
678,942,-98.067626953125,115.43119812011719,445.4718017578125
678,943,-98.067626953125,115.75160217285156,445.4718017578125
678,944,-98.05337524414062,116.05513763427734,445.4071044921875
678,945,-98.0267105102539,116.34383392333984,445.28594970703125
678,946,-98.0267105102539,116.66409301757812,445.28594970703125
678,992,-48.15443420410156,64.54679870605469,218.74134826660156
678,993,-48.15443420410156,64.7041244506836,218.74134826660156
678,994,-48.15443420410156,64.8614501953125,218.74134826660156
678,995,-48.15443420410156,65.0187759399414,218.74134826660156
679,930,-98.29156494140625,112.20783996582031,447.9525451660156
679,931,-98.29156494140625,112.53002166748047,447.9525451660156
679,932,-97.86419677734375,112.36151885986328,446.0048522949219
679,933,-97.60729217529297,112.38651275634766,444.8341064453125
679,934,-97.60729217529297,112.70645904541016,444.8341064453125
679,935,-97.78202056884766,113.22870635986328,445.63037109375
679,936,-97.994384765625,113.79584503173828,446.5982360839844
679,937,-98.1126708984375,114.2547836303711,447.1372375488281
679,938,-98.12769317626953,114.59393310546875,447.20574951171875
679,939,-98.08709716796875,114.8680419921875,447.020751953125
679,940,-98.01566314697266,115.10564422607422,446.6951599121094
679,941,-97.9019546508789,115.29301452636719,446.17694091796875
679,942,-97.7699966430664,115.45809936523438,445.5755920410156
679,943,-97.7699966430664,115.778564453125,445.5755615234375
679,944,-97.7603988647461,116.08763885498047,445.5318298339844
679,945,-97.70645141601562,116.34383392333984,445.28594970703125
679,946,-97.70645141601562,116.66410064697266,445.2859802246094
679,992,-47.997108459472656,64.54679870605469,218.74134826660156
679,993,-47.997108459472656,64.7041244506836,218.74134826660156
679,994,-47.997108459472656,64.8614501953125,218.74134826660156
679,995,-47.997108459472656,65.0187759399414,218.74134826660156
680,909,-95.46040344238281,102.74169158935547,436.4805908203125
680,910,-95.92112731933594,103.5530014038086,438.5871887207031
680,911,-97.54291534423828,105.62460327148438,446.0025939941406
680,912,-97.94837188720703,106.38575744628906,447.8564758300781
680,929,-97.9693832397461,111.88565826416016,447.9525451660156
680,930,-97.76486206054688,111.97359466552734,447.01739501953125
680,931,-97.54656219482422,112.04437255859375,446.019287109375
680,932,-97.28716278076172,112.06634521484375,444.83319091796875
680,933,-97.09820556640625,112.16799926757812,443.9692077636719
680,934,-97.19583892822266,112.60042572021484,444.4156494140625
680,935,-97.42728424072266,113.18894958496094,445.473876953125
680,936,-97.67317199707031,113.79582214355469,446.5981750488281
680,937,-97.79106140136719,114.25476837158203,447.13720703125
680,938,-97.77615356445312,114.55890655517578,447.0690612792969
680,939,-97.69718933105469,114.78767395019531,446.7080078125
680,940,-97.6259765625,115.0250473022461,446.38238525390625
680,941,-97.5439682006836,115.24919891357422,446.00738525390625
680,942,-97.46086120605469,115.47151947021484,445.6274108886719
680,943,-97.46087646484375,115.79204559326172,445.6274719238281
680,944,-97.46086120605469,116.11254119873047,445.62744140625
681,909,-95.146484375,102.74169158935547,436.4805908203125
681,910,-95.6056900024414,103.5530014038086,438.5871887207031
681,911,-97.2221450805664,105.6246109008789,446.0026550292969
681,912,-97.62626647949219,106.38577270507812,447.85650634765625
681,929,-97.64720153808594,111.88565826416016,447.9525451660156
681,930,-97.35275268554688,111.86949920654297,446.601806640625
681,931,-96.48908233642578,111.19538879394531,442.6397399902344
681,932,-96.3222427368164,111.32093811035156,441.8743896484375
681,933,-96.40185546875,111.73101043701172,442.23956298828125
681,934,-96.69378662109375,112.38838958740234,443.5787658691406
681,935,-96.86509704589844,112.9071273803711,444.36468505859375
681,936,-97.03950500488281,113.43058776855469,445.164794921875
681,937,-97.39200592041016,114.16397857666016,446.7818908691406
681,938,-97.34745025634766,114.43292999267578,446.57745361328125
681,939,-97.1403579711914,114.510009765625,445.62744140625
681,940,-97.1403579711914,114.83051300048828,445.62744140625
681,941,-97.1403579711914,115.1510238647461,445.62744140625
681,942,-97.1403579711914,115.47152709960938,445.62744140625
681,943,-97.14036560058594,115.79204559326172,445.6274719238281
682,889,-93.44994354248047,95.05671691894531,430.116943359375
682,890,-93.49378204345703,95.41079711914062,430.3187255859375
682,891,-93.6867446899414,95.91785430908203,431.20684814453125
682,892,-93.7459487915039,96.28881072998047,431.4793701171875
682,893,-93.7459487915039,96.59915161132812,431.4793701171875
682,894,-93.7459487915039,96.90947723388672,431.4793701171875
682,906,-96.84368896484375,103.95879364013672,445.7371520996094
682,907,-96.47705078125,103.88460540771484,444.0496520996094
682,908,-95.43618774414062,103.07975006103516,439.2589416503906
682,909,-95.09625244140625,103.02738952636719,437.6943359375
682,910,-95.29025268554688,103.55301666259766,438.58721923828125
682,911,-96.9013671875,105.6246109008789,446.0026550292969
682,912,-97.30413818359375,106.38575744628906,447.8564758300781
682,927,-95.61392974853516,109.28553771972656,440.0769958496094
682,928,-95.61392974853516,109.60205841064453,440.0769958496094
682,929,-95.99359130859375,110.35503387451172,441.824462890625
682,930,-96.11312866210938,110.81063842773438,442.3746643066406
682,931,-95.90450286865234,110.88758087158203,441.4144287109375
682,932,-95.93074798583984,111.23548889160156,441.5351867675781
682,933,-96.01961517333984,111.6563949584961,441.9442443847656
682,934,-96.12553405761719,112.0977783203125,442.4317321777344
682,935,-96.18478393554688,112.48527526855469,442.7044372558594
682,936,-96.28890228271484,112.92578887939453,443.1836853027344
682,937,-96.6318588256836,113.64788818359375,444.7621765136719
682,938,-96.69148254394531,114.03809356689453,445.0365905761719
682,939,-96.64019775390625,114.29753112792969,444.80059814453125
682,940,-96.76873016357422,114.76988220214844,445.39215087890625
682,941,-97.0579833984375,115.43424224853516,446.7234802246094
682,942,-97.42644500732422,116.19497680664062,448.41937255859375
682,943,-97.42642974853516,116.5174789428711,448.4193115234375
683,886,-93.14058685302734,94.12865447998047,430.116943359375
683,887,-93.14058685302734,94.43800354003906,430.116943359375
683,888,-93.14058685302734,94.74735260009766,430.116943359375
683,889,-93.14059448242188,95.05672454833984,430.1169738769531
683,890,-93.16971588134766,95.39588928222656,430.25146484375
683,891,-93.29793548583984,95.83704376220703,430.84356689453125
683,892,-93.38170623779297,96.2332534790039,431.23040771484375
683,893,-93.45475769042969,96.61892700195312,431.5677490234375
683,894,-93.69717407226562,97.18074798583984,432.68719482421875
683,895,-93.95101928710938,97.75608825683594,433.8594665527344
683,906,-96.52310943603516,103.95880889892578,445.7371826171875
683,907,-96.15766143798828,103.88459014892578,444.04962158203125
683,908,-95.1202621459961,103.07976531982422,439.25897216796875
683,909,-94.93162536621094,103.19063568115234,438.3878479003906
683,926,-95.29740905761719,108.96902465820312,440.0769958496094
683,927,-95.19669342041016,109.17005157470703,439.6119079589844
683,928,-95.10990142822266,109.38641357421875,439.21112060546875
683,929,-95.20094299316406,109.80729675292969,439.6315002441406
683,930,-95.30555725097656,110.2445068359375,440.1145935058594
683,931,-95.39905548095703,110.66951751708984,440.54638671875
683,932,-95.51492309570312,111.12117004394531,441.0814208984375
683,933,-95.60552215576172,111.54411315917969,441.49981689453125
683,934,-95.61441802978516,111.8720703125,441.5409240722656
683,935,-95.64710235595703,112.22798919677734,441.6918640136719
683,936,-95.725830078125,112.63829803466797,442.055419921875
683,937,-95.9509048461914,113.22183227539062,443.0948181152344
683,938,-96.1035385131836,113.72113800048828,443.7996520996094
683,939,-96.2220458984375,114.18094635009766,444.3468933105469
683,940,-96.35013580322266,114.65296936035156,444.93841552734375
683,941,-96.79566955566406,115.50462341308594,446.995849609375
683,942,-97.40618133544922,116.55665588378906,449.8151550292969
683,943,-97.40618133544922,116.88017272949219,449.8151550292969
684,886,-92.83123779296875,94.12865447998047,430.116943359375
684,887,-92.83123779296875,94.43800354003906,430.116943359375
684,888,-92.83123779296875,94.74735260009766,430.116943359375
684,889,-92.83123779296875,95.05671691894531,430.116943359375
684,890,-92.83123779296875,95.36605834960938,430.116943359375
684,891,-92.83123779296875,95.67542266845703,430.116943359375
684,892,-92.96410369873047,96.12215423583984,430.7325439453125
684,893,-93.17855072021484,96.6543960571289,431.7261657714844
684,894,-93.5134048461914,97.31336975097656,433.27764892578125
684,895,-93.63897705078125,97.75608825683594,433.8594665527344
684,926,-94.98088836669922,108.96902465820312,440.0769958496094
684,927,-94.82697296142578,109.10844421386719,439.36383056640625
684,928,-94.45072937011719,108.99028778076172,437.6205749511719
684,929,-94.69242095947266,109.5847396850586,438.7404479980469
684,930,-94.9256820678711,110.17101287841797,439.8211975097656
684,931,-94.97195434570312,110.54120635986328,440.03558349609375
684,932,-95.07501220703125,110.97798156738281,440.5130615234375
684,933,-95.15986633300781,111.3941421508789,440.9062194824219
684,934,-95.15986633300781,111.71125793457031,440.9062194824219
684,935,-95.2506332397461,112.1352310180664,441.3268127441406
684,936,-95.34840393066406,112.56808471679688,441.7798156738281
684,937,-95.34840393066406,112.88581848144531,441.7798156738281
684,938,-95.58293151855469,113.48200225830078,442.8664245605469
684,939,-95.88505554199219,114.16024017333984,444.2662658691406
684,940,-95.88505554199219,114.47976684570312,444.2662658691406
684,941,-96.3552017211914,115.3621826171875,446.44464111328125
684,942,-97.0826644897461,116.55665588378906,449.8151550292969
684,943,-97.0826644897461,116.88017272949219,449.8151550292969
685,886,-92.57240295410156,94.1800537109375,430.351806640625
685,887,-92.57240295410156,94.48957824707031,430.351806640625
685,888,-92.5724105834961,94.79910278320312,430.3518371582031
685,889,-92.57240295410156,95.1086196899414,430.351806640625
685,890,-92.57240295410156,95.41813659667969,430.351806640625
685,891,-92.57240295410156,95.72766876220703,430.351806640625
685,892,-92.68199920654297,96.15087890625,430.8612976074219
685,893,-92.8680419921875,96.6543960571289,431.7261657714844
685,894,-93.2017822265625,97.3133773803711,433.2776794433594
685,895,-93.3269271850586,97.75608825683594,433.8594665527344
685,903,-93.66998291015625,100.62096405029297,435.4542541503906
685,904,-93.66998291015625,100.93415069580078,435.4542541503906
685,924,-98.46846008300781,112.68946838378906,457.761474609375
685,925,-98.46846008300781,113.01871490478516,457.7615051269531
685,926,-95.44464874267578,109.8672103881836,443.704345703125
685,927,-94.13047790527344,108.66918182373047,437.5950012207031
685,928,-94.00548553466797,108.83920288085938,437.0139465332031
685,929,-94.15694427490234,109.32937622070312,437.7180480957031
685,930,-94.35711669921875,109.8772964477539,438.64862060546875
685,931,-94.5750961303711,110.44735717773438,439.6619873046875
685,932,-94.67327117919922,110.87854766845703,440.1183776855469
685,933,-94.7449722290039,111.27930450439453,440.45166015625
685,934,-94.82247924804688,111.6873779296875,440.8119812011719
685,935,-94.7612533569336,111.9321060180664,440.5273742675781
685,936,-94.6734848022461,112.14498901367188,440.1193542480469
685,937,-94.6734848022461,112.4615249633789,440.1193542480469
685,938,-94.79296875,112.92041015625,440.6748046875
685,939,-94.9468994140625,113.4212417602539,441.390380859375
685,940,-94.9468994140625,113.73870086669922,441.390380859375
685,941,-95.345947265625,114.53551483154297,443.2454833984375
685,942,-95.96337890625,115.59807586669922,446.1158142089844
685,943,-95.96337890625,115.91893768310547,446.1158142089844
686,866,-90.17413330078125,85.99760437011719,420.6090393066406
686,867,-90.10942077636719,86.23818969726562,420.30718994140625
686,868,-89.83820343017578,86.2800064086914,419.0421142578125
686,869,-89.758056640625,86.504150390625,418.66827392578125
686,877,-91.32676696777344,90.46704864501953,425.9853820800781
686,878,-91.2774658203125,90.72442626953125,425.75543212890625
686,879,-91.17887115478516,90.93231201171875,425.2955322265625
686,880,-91.62986755371094,91.68949127197266,427.399169921875
686,881,-91.89712524414062,92.26522064208984,428.645751953125
686,886,-92.28805541992188,94.20574951171875,430.46923828125
686,887,-92.2880630493164,94.51536560058594,430.4692687988281
686,888,-92.28805541992188,94.824951171875,430.4692077636719
686,889,-92.33110809326172,95.17894744873047,430.6700439453125
686,890,-92.36023712158203,95.51882934570312,430.8059387207031
686,891,-92.36023712158203,95.82868194580078,430.8059387207031
686,892,-92.50232696533203,96.28643035888672,431.46868896484375
686,893,-92.6990737915039,96.80220794677734,432.3863830566406
686,894,-92.90373992919922,97.32760620117188,433.3410339355469
686,895,-93.01488494873047,97.75608825683594,433.8594665527344
686,903,-93.57816314697266,100.85955047607422,436.4868469238281
686,904,-93.57817840576172,101.17350006103516,436.48687744140625
686,905,-93.57817840576172,101.48743438720703,436.48687744140625
686,923,-99.3009262084961,113.69027709960938,463.1801452636719
686,924,-97.78116607666016,112.27832794189453,456.0913391113281
686,925,-96.69275665283203,111.35293579101562,451.01458740234375
686,926,-94.79449462890625,109.48487854003906,442.1603088378906
686,927,-93.62614440917969,108.4495620727539,436.71063232421875
686,928,-93.62615203857422,108.76365661621094,436.7106628417969
686,929,-93.72530364990234,109.19327545166016,437.1731262207031
686,930,-93.87163543701172,109.67868041992188,437.8556823730469
686,931,-94.08185577392578,110.23991394042969,438.83624267578125
686,932,-94.22863006591797,110.72802734375,439.5208740234375
686,933,-94.3331527709961,111.16730499267578,440.0083923339844
686,934,-94.36538696289062,111.5218734741211,440.15875244140625
686,935,-94.2625503540039,111.7165756225586,439.6790771484375
686,936,-94.14270782470703,111.89036560058594,439.1200866699219
686,937,-94.14270782470703,112.20619201660156,439.1200866699219
686,938,-94.19998168945312,112.59048461914062,439.3872375488281
686,939,-94.2779769897461,112.99999237060547,439.7510681152344
686,940,-94.30888366699219,113.3534164428711,439.89520263671875
686,941,-94.56321716308594,113.97634887695312,441.0815124511719
686,942,-94.93771362304688,114.7462158203125,442.82830810546875
686,943,-94.93771362304688,115.06471252441406,442.8283386230469
687,866,-89.87162017822266,85.99760437011719,420.6090393066406
687,867,-89.80712890625,86.23819732666016,420.3072204589844
687,868,-89.53681945800781,86.2800064086914,419.0421142578125
687,869,-89.45693969726562,86.504150390625,418.66827392578125
687,877,-91.02037811279297,90.46704864501953,425.9853820800781
687,878,-90.97125244140625,90.72442626953125,425.75543212890625
687,879,-90.87298583984375,90.93231201171875,425.2955322265625
687,880,-91.32246398925781,91.68948364257812,427.3991394042969
687,881,-91.58882904052734,92.26522064208984,428.6457824707031
687,882,-91.58882904052734,92.5735092163086,428.645751953125
687,889,-92.19428253173828,95.3578109741211,431.4793701171875
687,890,-92.19428253173828,95.66815185546875,431.4793701171875
687,891,-92.19428253173828,95.97847747802734,431.4793701171875
687,892,-92.42407989501953,96.52880859375,432.5548095703125
687,893,-92.70285034179688,97.13201141357422,433.8594970703125
687,894,-92.70284271240234,97.44403839111328,433.8594665527344
687,903,-93.70549774169922,101.33675384521484,438.552001953125
687,904,-93.70549774169922,101.65218353271484,438.552001953125
687,905,-93.70549774169922,101.96759796142578,438.552001953125
687,923,-98.96778869628906,113.69026184082031,463.18011474609375
687,924,-97.2311019897461,112.02251434326172,455.0522155761719
687,925,-93.59210968017578,108.14497375488281,438.0213317871094
687,926,-93.34026336669922,108.16815948486328,436.8426818847656
687,927,-93.31205749511719,108.44956970214844,436.7106628417969
687,928,-93.31205749511719,108.76365661621094,436.7106628417969
687,929,-93.3963851928711,109.17633819580078,437.1053466796875
687,930,-93.46836853027344,109.57511138916016,437.4422302246094
687,931,-93.49317169189453,109.91889190673828,437.5583190917969
687,932,-93.74150848388672,110.5263900756836,438.72052001953125
687,933,-93.92436981201172,111.05815124511719,439.57635498046875
687,934,-93.78978729248047,111.21472930908203,438.9465026855469
687,935,-93.75460052490234,111.48858642578125,438.7818298339844
687,936,-93.75460052490234,111.8041763305664,438.7818298339844
687,937,-93.75460052490234,112.11975860595703,438.7818298339844
687,938,-93.8019790649414,112.4921646118164,439.0035705566406
687,939,-93.8756103515625,112.8964614868164,439.3481750488281
687,940,-93.96800231933594,113.3238754272461,439.7805480957031
687,941,-94.00474548339844,113.68460845947266,439.9525451660156
687,942,-94.00474548339844,114.00103759765625,439.9525451660156
687,943,-94.00474548339844,114.31746673583984,439.9525146484375
688,864,-89.56910705566406,85.392578125,420.6090393066406
688,865,-89.56910705566406,85.6950912475586,420.6090393066406
688,866,-89.26673126220703,85.70729064941406,419.1891174316406
688,867,-89.04664611816406,85.7967300415039,418.1556091308594
688,868,-88.95685577392578,86.01065826416016,417.73394775390625
688,869,-88.88955688476562,86.24581909179688,417.4179382324219
688,870,-88.85515594482422,86.51253509521484,417.2563781738281
688,871,-89.07563018798828,87.02804565429688,418.2917175292969
688,872,-89.15582275390625,87.40751647949219,418.6683044433594
688,877,-90.71399688720703,90.46704864501953,425.9853820800781
688,878,-90.6650390625,90.72442626953125,425.75543212890625
688,879,-90.56709289550781,90.93231201171875,425.2955017089844
688,880,-90.77725219726562,91.44991302490234,426.28240966796875
688,881,-90.90283203125,91.88343811035156,426.8721008300781
688,882,-90.90283203125,92.19046020507812,426.8721008300781
688,889,-91.88395690917969,95.35782623291016,431.4794006347656
688,890,-91.88394927978516,95.66813659667969,431.4793395996094
688,891,-91.88394927978516,95.97847747802734,431.4793395996094
688,892,-92.11296844482422,96.52880859375,432.5548095703125
688,893,-92.39079284667969,97.13199615478516,433.8594665527344
688,894,-92.39079284667969,97.44403839111328,433.8594665527344
688,903,-93.39008331298828,101.33676147460938,438.5520324707031
688,904,-93.39007568359375,101.65218353271484,438.552001953125
688,910,-94.52914428710938,104.80762481689453,443.9010009765625
688,911,-94.52914428710938,105.12689208984375,443.9010009765625
688,912,-94.52914428710938,105.4461669921875,443.9010009765625
688,913,-94.32456970214844,105.53652954101562,442.9403076171875
688,914,-93.3770751953125,104.79177856445312,438.4909362792969
688,915,-93.07560729980469,104.76782989501953,437.0752868652344
688,916,-92.6285629272461,104.57746887207031,434.97601318359375
688,917,-89.6010513305664,101.4620361328125,420.759033203125
688,918,-88.43113708496094,100.43592834472656,415.2652587890625
688,919,-88.89558410644531,101.26366424560547,417.44622802734375
688,920,-94.7379379272461,108.23883819580078,444.8814392089844
688,921,-97.83496856689453,112.10765075683594,459.4248352050781
688,922,-98.63467407226562,113.35714721679688,463.18017578125
688,923,-98.63467407226562,113.6902847290039,463.18017578125
688,924,-98.01226806640625,113.30390167236328,460.2574157714844
688,925,-96.70809936523438,112.1229019165039,454.1331787109375
688,926,-94.4284439086914,109.79878997802734,443.4280700683594
688,927,-93.05984497070312,108.521728515625,437.0012512207031
688,928,-93.09217071533203,108.87384033203125,437.1530456542969
